TeamID,Season,Ast,Blk,DR,FGA,FGA3,FGM,FGM3,FTA,FTM,NumOT,OR,PF,Pts,Stl,TO
1166,2016,491,100,872,1904,745,892,262,712,500,0,298,609,2546,195,368
1166,2017,569,97,869,1992,716,1012,287,556,380,0,262,549,2691,203,412
1166,2018,553,76,890,1909,853,947,321,518,388,2,223,475,2603,170,352
1167,2008,341,53,603,1694,545,687,191,536,364,2,375,476,1929,175,396
1167,2009,307,66,572,1644,582,646,185,587,398,3,367,532,1875,158,382
1167,2010,263,83,640,1638,470,636,146,712,489,2,408,543,1907,181,438
1167,2011,329,89,592,1661,546,657,181,598,412,2,355,535,1907,204,382
1167,2012,408,98,581,1575,499,714,181,538,368,1,330,575,1977,221,431
1167,2013,301,44,569,1440,507,588,171,510,352,4,281,550,1699,176,365
1167,2014,364,109,701,1686,546,729,211,653,449,2,366,688,2118,200,432
1167,2015,368,57,694,1542,500,629,160,581,421,5,331,624,1839,163,373
1167,2016,434,147,746,1682,454,751,157,648,422,2,356,623,2081,224,360
1167,2017,388,114,731,1618,510,692,164,600,379,5,341,627,1927,231,413
1167,2018,335,73,651,1484,546,609,163,516,353,0,293,562,1734,152,375
1168,2003,339,44,561,1502,399,660,138,566,367,6,350,522,1825,172,384
1168,2004,385,48,638,1572,513,662,188,568,388,4,392,564,1900,178,428
1168,2005,416,50,674,1776,627,796,221,384,261,2,363,528,2074,189,374
1168,2006,419,59,692,1735,561,805,216,559,370,6,371,528,2196,195,422
1168,2007,476,62,695,1821,630,829,232,573,366,3,387,556,2256,185,433
1168,2008,478,45,740,1936,693,922,267,632,446,1,372,585,2557,274,416
1168,2009,398,110,671,1823,733,784,249,592,422,2,360,570,2239,205,407
1168,2010,377,88,762,1620,560,713,192,696,495,9,306,581,2113,156,434
1168,2011,373,44,694,1628,521,725,191,685,491,1,318,624,2132,157,430
1168,2012,411,79,681,1554,588,731,240,615,432,0,330,544,2134,149,426
1168,2013,431,48,621,1679,655,777,247,596,457,0,244,567,2258,233,379
1168,2014,343,58,721,1726,577,734,191,658,433,1,325,604,2092,145,370
1168,2015,285,61,705,1579,491,644,156,579,398,3,295,543,1842,145,371
1168,2016,275,39,708,1578,543,641,181,690,478,1,310,587,1941,137,374
1168,2017,331,101,730,1652,558,727,174,673,471,7,309,620,2099,204,441
1168,2018,359,97,742,1527,434,720,149,703,518,2,241,529,2107,186,420
1169,2003,357,56,622,1523,481,681,170,601,424,5,348,638,1956,239,479
1169,2004,357,64,547,1539,485,674,165,608,444,1,313,612,1957,284,477
1169,2005,414,76,622,1660,492,747,167,686,489,3,358,633,2150,326,486
1169,2006,359,79,585,1474,429,631,148,631,459,2,294,553,1869,203,479
1169,2007,399,71,695,1714,476,746,155,642,461,2,415,722,2108,240,541
1169,2008,436,91,729,1769,595,813,222,576,398,1,335,660,2246,261,468
1169,2009,409,76,697,1685,567,768,204,578,399,2,374,637,2139,256,510
1169,2010,358,99,783,1789,500,751,156,933,624,3,431,740,2282,239,558
1169,2011,359,100,685,1588,513,680,169,778,519,0,336,693,2048,186,469
1169,2012,321,62,533,1515,507,570,154,558,420,1,348,577,1714,154,359
1169,2013,421,81,649,1745,455,739,150,671,492,0,396,576,2120,240,392
1169,2014,435,85,806,1839,387,828,141,897,709,8,361,679,2506,222,425
1169,2015,416,110,741,1630,309,687,102,670,513,2,292,566,1989,167,401
1169,2016,389,90,716,1614,401,692,121,679,487,5,285,579,1992,187,396
1169,2017,365,77,683,1621,380,741,128,729,540,0,269,596,2150,196,370
1169,2018,327,70,633,1569,473,667,164,444,316,3,224,499,1814,136,345
1170,2003,363,82,617,1559,521,640,161,582,391,2,304,599,1832,235,458
1170,2004,338,70,599,1543,583,612,209,580,391,2,329,587,1824,212,375
1170,2005,294,78,544,1584,542,590,178,598,417,2,387,605,1775,251,389
1170,2006,334,101,547,1731,588,739,203,602,428,3,365,637,2109,262,338
1170,2007,345,84,524,1761,541,716,172,630,388,1,370,609,1992,293,384
1170,2008,297,68,481,1509,469,591,151,487,296,0,301,518,1629,225,381
1170,2009,298,46,582,1433,424,574,153,507,351,0,248,522,1652,129,420
1170,2010,342,80,624,1515,473,607,161,554,396,0,260,527,1771,196,396
1170,2011,310,88,607,1378,464,541,141,519,357,4,307,479,1580,152,381
1170,2012,363,54,601,1368,419,619,147,514,354,0,251,497,1739,120,356
1170,2013,324,64,619,1434,446,583,147,534,390,0,281,427,1703,137,303
1170,2014,360,36,604,1498,462,677,171,526,387,2,264,585,1912,146,317
1170,2015,405,67,598,1511,443,723,181,539,398,0,239,494,2025,205,309
1170,2016,391,112,735,1668,580,727,192,582,390,1,278,599,2036,163,337
1170,2017,367,126,723,1644,477,744,148,613,405,4,280,541,2041,137,334
1170,2018,381,101,702,1695,544,737,188,472,324,1,251,544,1986,158,360
1171,2003,352,62,555,1288,593,532,212,375,264,3,176,483,1540,158,323
1171,2004,265,96,583,1278,487,511,157,381,272,1,161,453,1451,135,370
1171,2005,327,86,511,1306,416,543,158,393,252,2,236,496,1496,172,368
1171,2006,330,95,552,1470,461,609,167,356,247,4,286,536,1632,189,368
1171,2007,305,92,539,1433,398,599,117,393,276,1,250,549,1591,176,354
1171,2008,322,84,569,1527,365,644,115,416,278,1,296,522,1681,198,385
1171,2009,253,117,578,1500,414,605,139,469,305,4,296,541,1654,176,377
1171,2010,268,61,549,1445,333,540,97,384,253,0,275,496,1430,167,361
1171,2011,257,72,593,1531,435,605,142,452,315,1,267,530,1667,180,383
1171,2012,278,70,667,1457,447,571,148,526,373,1,263,537,1663,157,396
1171,2013,279,67,573,1420,454,571,151,474,346,1,260,522,1639,181,356
1171,2014,310,73,562,1394,423,605,161,506,343,1,278,523,1714,146,312
1171,2015,344,98,628,1446,467,630,164,525,339,2,288,538,1763,213,359
1171,2016,339,45,628,1527,440,650,151,584,420,2,317,551,1871,182,388
1171,2017,309,49,667,1461,563,631,199,495,351,1,249,494,1812,126,401
1171,2018,340,83,604,1399,530,623,191,459,326,1,203,413,1763,144,354
1172,2003,384,39,681,1402,563,632,220,455,352,1,284,489,1836,135,453
1172,2004,366,30,674,1453,549,627,194,539,386,0,313,522,1834,146,459
1172,2005,361,31,624,1420,602,615,221,517,384,2,322,484,1835,131,399
1172,2006,477,42,709,1606,644,722,233,474,364,3,331,495,2041,121,359
1172,2007,480,82,829,1913,766,859,286,631,476,0,404,556,2480,240,454
1172,2008,520,102,771,1883,754,888,272,479,349,0,348,563,2397,247,378
1172,2009,446,102,824,1999,785,869,276,657,465,0,426,644,2479,248,389
1172,2010,421,98,711,1645,706,697,252,573,388,4,343,578,2034,120,394
1172,2011,368,83,717,1687,677,711,228,626,457,0,381,668,2107,141,435
1172,2012,420,107,813,1833,705,821,240,673,516,2,381,634,2398,168,369
1172,2013,440,88,782,1701,655,786,240,658,527,1,289,564,2339,183,352
1172,2014,417,54,712,1747,678,831,258,684,489,4,299,621,2409,161,354
1172,2015,514,86,760,1796,820,844,322,520,365,1,311,561,2375,163,289
1172,2016,462,98,792,1899,833,841,294,623,475,1,292,538,2451,142,312
1172,2017,500,106,864,1861,856,814,292,587,442,2,285,583,2362,163,390
1172,2018,539,63,829,1813,874,875,342,444,354,3,221,481,2446,153,306
1173,2003,441,85,672,1572,605,710,218,661,473,1,391,510,2111,156,386
1173,2004,478,91,825,1667,624,753,204,694,465,1,391,547,2175,145,457
1173,2005,387,56,643,1554,592,639,224,519,375,2,333,585,1877,170,380
1173,2006,400,86,709,1626,484,695,184,493,327,3,367,567,1901,147,419
1173,2007,385,90,682,1654,515,737,196,583,405,2,350,603,2075,145,437
1173,2008,366,79,713,1607,498,756,187,679,434,5,356,559,2133,155,399
1173,2009,464,116,799,1846,550,790,182,722,466,2,454,627,2228,209,455
1173,2010,469,112,838,1770,629,783,214,675,451,3,386,640,2231,199,467
1173,2011,514,105,893,1999,660,817,234,676,461,3,456,673,2329,168,468
1173,2012,462,89,751,1794,720,788,248,605,470,4,391,602,2294,171,421
1173,2013,433,80,720,1656,474,786,182,657,471,2,342,613,2225,173,450
1173,2014,431,86,781,1817,574,847,217,750,511,2,384,662,2422,192,396
1173,2015,456,84,796,1620,605,750,213,789,538,1,245,525,2251,230,379
1173,2016,470,142,920,1780,620,818,215,730,491,3,317,610,2342,189,418
1173,2017,472,114,777,1645,631,769,244,719,497,1,257,564,2279,222,357
1173,2018,488,78,728,1671,736,804,248,531,388,4,240,511,2244,162,426
1174,2003,407,108,707,1719,598,702,202,544,384,2,320,554,1990,231,389
1174,2004,364,111,716,1615,452,695,166,624,431,6,338,624,1987,237,474
1174,2005,400,88,764,1684,573,723,182,594,389,1,337,604,2017,191,518
1174,2006,389,107,701,1679,621,689,214,603,391,1,366,637,1983,229,486
1174,2007,334,75,617,1580,589,639,194,560,402,0,273,570,1874,169,400
1174,2008,369,93,669,1633,582,661,183,657,451,4,298,579,1956,207,431
1174,2009,419,91,760,1778,696,735,231,673,473,2,329,581,2174,180,416
1174,2010,361,73,678,1751,594,685,174,602,421,6,400,649,1965,156,411
1174,2011,323,125,734,1593,523,663,182,641,443,2,290,615,1951,115,365
1174,2012,296,153,840,1710,534,727,167,729,527,5,320,549,2148,144,395
1174,2013,319,151,861,1833,466,776,144,769,580,4,381,556,2276,178,418
1174,2014,370,122,862,2053,707,916,244,886,628,1,378,641,2704,204,326
1174,2015,376,108,747,1646,576,675,199,627,430,3,314,522,1979,128,367
1174,2016,319,87,802,1664,517,669,168,701,480,1,330,537,1986,108,360
1174,2017,354,96,769,1737,606,722,182,559,383,1,303,593,2009,166,369
1174,2018,348,69,780,1751,553,789,182,602,397,2,282,518,2157,146,328
1175,2003,328,91,522,1342,484,592,178,463,318,2,287,493,1680,180,370
1175,2004,297,73,545,1289,453,574,150,611,423,3,265,492,1721,189,427
1175,2005,341,91,556,1533,607,648,208,662,493,2,325,515,1997,261,450
1175,2006,350,89,556,1511,551,650,191,607,411,1,323,519,1902,256,424
1175,2007,366,88,537,1505,591,658,201,502,374,1,336,508,1891,188,388
1175,2008,311,48,466,1410,541,589,184,364,260,1,276,444,1622,146,311
1175,2009,296,115,569,1505,516,635,177,404,265,2,321,482,1712,156,455
1175,2010,273,63,425,1317,401,541,130,448,299,2,290,388,1511,198,296
1175,2011,314,106,455,1460,540,616,184,403,292,2,241,433,1708,223,306
1175,2012,301,179,529,1468,477,619,164,464,325,5,281,437,1727,200,281
1175,2013,291,168,633,1593,564,645,167,531,371,5,334,483,1828,203,431
1175,2014,322,100,581,1397,434,578,137,540,375,3,263,505,1668,140,335
1175,2015,387,127,860,1927,731,796,256,608,434,1,391,575,2282,157,446
1175,2016,329,83,649,1678,645,647,209,489,298,2,308,598,1801,157,427
1175,2017,386,80,648,1723,676,705,237,519,344,3,316,582,1991,161,404
1175,2018,318,76,676,1656,549,692,182,472,329,4,303,528,1895,166,462
1176,2003,460,54,776,1909,720,778,249,636,463,3,409,613,2268,229,426
1176,2004,370,91,626,1460,477,631,180,532,367,4,295,494,1809,172,354
1176,2005,430,145,669,1570,467,736,168,566,397,0,287,449,2037,203,374
1176,2006,412,129,799,1629,490,723,177,583,437,3,287,475,2060,151,461
1176,2007,348,41,664,1572,600,627,211,540,390,0,276,495,1855,140,434
1176,2008,364,98,530,1189,525,547,182,453,346,2,156,513,1622,186,423
1176,2009,422,63,594,1339,645,642,243,484,357,5,145,645,1884,160,406
1176,2010,465,97,612,1406,635,689,251,630,450,0,156,697,2079,181,378
1176,2011,397,106,560,1324,578,601,232,505,366,4,158,653,1800,166,370
1176,2012,484,137,623,1493,640,728,255,526,401,3,197,564,2112,223,375
1176,2013,491,133,563,1449,644,697,245,439,324,1,186,525,1963,270,333
1176,2014,444,97,561,1476,633,680,243,512,363,4,218,605,1966,211,300
1176,2015,457,55,569,1369,589,657,224,427,327,3,148,611,1865,179,338
1176,2016,443,71,613,1449,613,689,235,530,408,0,168,595,2021,198,404
1176,2017,452,64,785,1685,555,812,223,583,428,2,273,603,2275,150,404
1176,2018,399,60,726,1562,494,721,195,513,358,2,283,531,1995,114,423
1177,2003,360,59,689,1487,373,654,124,612,445,2,345,509,1877,161,407
1177,2004,412,71,713,1637,422,769,153,618,435,2,362,522,2126,171,403
1177,2005,407,98,671,1624,478,718,166,551,371,1,389,500,1973,165,356
1177,2006,341,105,605,1459,457,641,144,466,326,1,295,413,1752,148,327
1177,2007,408,140,734,1668,548,751,183,485,318,1,332,503,2003,185,359
1177,2008,416,85,657,1827,645,791,231,562,364,1,381,458,2177,221,361
1177,2009,373,102,717,1920,635,780,188,609,375,0,426,501,2123,223,414
1177,2010,366,97,664,1771,558,704,175,529,308,4,372,570,1891,236,338
1177,2011,446,103,604,1800,519,766,163,599,409,3,340,617,2104,231,420
1177,2012,474,126,651,1956,669,857,224,517,360,1,374,637,2298,245,414
1177,2013,440,133,712,1951,518,847,155,618,435,3,383,612,2284,265,457
1177,2014,359,139,713,1848,580,782,195,776,531,4,406,713,2290,221,444
1177,2015,395,122,677,1739,705,757,248,635,458,1,292,679,2220,212,428
1177,2016,366,95,742,1691,490,752,168,618,420,1,317,686,2092,150,458
1177,2017,365,92,717,1804,564,775,184,642,472,1,339,634,2206,213,451
1177,2018,465,94,777,1914,626,819,194,562,398,1,383,553,2230,200,430
1178,2003,388,74,647,1603,378,771,131,547,385,0,316,556,2058,186,347
1178,2004,421,83,620,1555,492,714,172,502,348,2,331,564,1948,213,405
1178,2005,313,82,634,1509,397,656,120,530,346,0,383,562,1778,171,379
1178,2006,349,98,639,1609,391,710,139,485,339,3,384,563,1898,140,410
1178,2007,382,69,656,1599,554,703,181,500,326,3,340,535,1913,171,382
1178,2008,326,71,570,1486,551,616,210,381,256,0,277,540,1698,169,363
1178,2009,299,84,597,1418,339,590,95,557,361,1,301,604,1636,187,493
1178,2010,450,116,792,1742,422,799,140,820,540,2,380,612,2278,239,504
1178,2011,392,160,810,1775,463,818,164,826,566,4,386,622,2366,235,503
1178,2012,415,148,712,1804,497,802,147,794,588,1,387,636,2339,241,421
1178,2013,435,95,652,1802,608,820,208,638,462,0,336,528,2310,237,325
1178,2014,330,127,711,1735,546,711,168,668,486,5,362,654,2076,215,383
1178,2015,411,101,710,1767,563,770,213,572,395,3,318,654,2148,232,412
1178,2016,368,119,720,1807,597,829,218,731,509,1,354,665,2385,195,390
1178,2017,381,75,691,1797,646,796,239,685,457,3,301,725,2288,197,442
1178,2018,380,75,719,1870,756,792,252,582,444,1,307,606,2280,181,409
1179,2003,358,45,627,1356,444,609,153,566,414,4,231,481,1785,109,403
1179,2004,324,55,550,1535,541,623,170,669,453,5,342,500,1869,305,431
1179,2005,350,88,661,1564,522,657,172,725,524,2,384,488,2010,238,455
1179,2006,365,70,619,1594,431,675,150,629,452,4,406,488,1952,233,457
1179,2007,462,89,684,1750,568,782,187,761,543,2,417,555,2294,239,421
1179,2008,433,72,657,1645,748,731,274,565,432,1,355,437,2168,215,343
1179,2009,348,72,727,1533,696,637,242,624,470,2,276,487,1986,198,398
1179,2010,386,67,718,1694,746,738,284,577,437,1,221,551,2197,182,332
1179,2011,359,87,684,1608,573,687,203,613,420,1,247,568,1997,175,377
1179,2012,325,93,752,1629,538,717,191,669,433,4,260,625,2058,209,406
1179,2013,414,67,726,1673,696,742,264,627,452,3,249,601,2200,178,423
1179,2014,370,64,715,1531,584,681,232,585,418,1,253,555,2012,158,365
1179,2015,351,59,592,1349,475,607,193,459,353,2,186,468,1760,133,396
1179,2016,359,60,748,1586,547,699,209,533,389,3,246,541,1996,109,409
1179,2017,375,72,704,1749,739,712,255,508,384,3,292,529,2063,178,364
1179,2018,462,77,784,1792,724,779,262,564,433,5,252,483,2253,178,372
1180,2003,427,134,708,1656,538,713,185,563,379,2,320,529,1990,213,394
1180,2004,453,108,699,1576,528,727,205,571,384,2,268,537,2043,222,366
1180,2005,398,139,662,1513,557,651,216,634,428,2,288,528,1946,174,336
1180,2006,366,164,754,1745,526,680,175,589,395,2,429,559,1930,208,418
1180,2007,365,149,697,1527,489,676,163,694,483,3,316,542,1998,245,421
1180,2008,412,104,751,1659,528,674,165,622,391,4,312,597,1904,223,504
1180,2009,323,111,714,1635,484,609,142,637,428,1,445,576,1788,142,367
1180,2010,397,113,745,1802,490,732,153,650,427,1,407,665,2044,190,387
1180,2011,348,85,826,1696,378,719,117,682,420,1,423,583,1975,127,370
1180,2012,408,109,826,1660,537,722,202,652,488,0,346,589,2134,161,385
1180,2013,363,58,707,1651,540,680,181,553,412,5,347,579,1953,158,366
1180,2014,353,117,756,1707,491,718,154,669,474,9,315,638,2064,137,255
1180,2015,311,102,643,1516,525,595,173,501,372,1,272,507,1735,148,305
1180,2016,366,99,666,1659,502,653,164,612,423,1,307,650,1893,138,332
1180,2017,446,94,763,1915,700,833,244,604,403,4,360,636,2313,183,416
1180,2018,363,133,802,1935,675,850,217,615,442,4,360,561,2359,169,393
1181,2003,415,154,693,1810,618,821,220,842,597,2,413,638,2459,255,421
1181,2004,456,218,731,1871,625,882,230,763,558,2,429,599,2552,299,454
1181,2005,396,206,748,1775,699,796,269,747,532,1,405,553,2393,263,408
1181,2006,507,179,771,1853,652,916,258,832,633,1,315,577,2723,315,442
1181,2007,422,151,762,1696,509,795,195,666,461,3,361,558,2246,236,492
1181,2008,481,128,782,1977,773,920,297,799,555,1,407,613,2692,278,435
1181,2009,455,139,792,2016,705,904,246,828,599,1,453,613,2653,289,419
1181,2010,474,143,831,2047,672,901,257,776,592,0,497,630,2651,236,378
1181,2011,490,150,883,2039,725,956,272,763,572,0,418,608,2756,254,416
1181,2012,411,133,814,1857,713,850,268,841,590,2,393,600,2558,206,402
1181,2013,470,121,773,1837,611,875,248,693,507,0,309,567,2505,209,343
1181,2014,494,104,764,1958,764,907,301,770,559,1,408,659,2674,238,322
1181,2015,512,124,831,1880,648,944,250,755,522,2,401,528,2660,237,371
1181,2016,445,138,795,1972,791,905,306,792,572,2,404,549,2688,211,326
1181,2017,458,157,905,2030,766,968,288,790,599,0,366,632,2823,207,395
1181,2018,578,177,935,2044,725,1008,274,713,505,1,447,516,2795,248,416
1182,2003,377,108,665,1585,464,705,170,611,421,3,326,584,2001,201,568
1182,2004,444,99,699,1604,515,728,175,602,409,3,310,564,2040,173,427
1182,2005,440,123,671,1763,549,738,178,471,360,2,371,603,2014,190,416
1182,2006,396,92,587,1536,482,650,166,438,320,0,290,514,1786,122,382
1182,2007,465,102,552,1833,722,805,239,567,422,2,391,564,2271,217,433
1182,2008,542,220,737,1863,680,856,215,737,543,0,410,598,2470,282,487
1182,2009,552,108,740,1916,795,899,279,717,498,2,365,567,2575,253,452
1182,2010,421,130,729,1795,623,772,164,686,417,8,392,571,2125,239,436
1182,2011,510,152,647,1702,627,770,220,742,462,3,360,550,2222,284,382
1182,2012,453,107,605,1722,574,771,194,631,419,1,313,526,2155,223,359
1182,2013,383,107,728,1747,722,714,244,553,356,2,348,523,2028,156,437
1182,2014,457,83,737,1699,600,751,218,717,480,0,323,540,2200,175,331
1182,2015,442,102,740,1724,638,768,231,561,355,1,336,543,2122,151,370
1182,2016,479,120,893,1880,810,856,295,597,409,2,315,632,2416,149,433
1182,2017,401,127,824,1835,677,785,226,680,460,0,343,597,2256,157,454
1182,2018,382,140,762,1874,745,801,261,663,454,6,387,600,2317,186,383
1183,2003,452,57,640,1733,499,771,189,564,431,1,339,550,2162,179,363
1183,2004,344,52,544,1362,379,597,116,423,295,1,275,527,1605,169,388
1183,2005,368,97,639,1432,440,637,162,532,392,2,293,542,1828,131,420
1183,2006,354,68,578,1400,374,585,143,389,286,2,280,473,1599,175,403
1183,2007,347,55,676,1532,418,624,134,531,386,1,326,549,1768,162,406
1183,2008,373,56,616,1435,407,629,153,462,337,2,281,533,1748,133,404
1183,2009,344,50,647,1467,388,646,139,480,343,1,282,493,1774,135,366
1183,2010,416,95,681,1561,316,705,114,545,395,4,321,495,1919,172,403
1183,2011,330,70,624,1399,330,586,106,466,334,1,284,512,1612,152,380
1183,2012,341,59,577,1461,395,625,133,450,343,3,280,474,1726,144,354
1183,2013,405,65,634,1525,534,670,187,522,350,1,287,513,1877,199,401
1183,2014,333,125,625,1484,438,645,140,620,444,0,285,546,1874,154,380
1183,2015,366,118,640,1458,550,635,200,500,322,2,218,481,1792,160,346
1183,2016,373,59,643,1606,615,695,212,554,364,4,276,564,1966,165,350
1183,2017,397,104,671,1715,650,701,238,460,345,7,315,532,1985,174,343
1183,2018,345,122,676,1612,586,665,207,519,358,1,310,482,1895,163,395
1184,2003,341,60,513,1435,405,642,132,542,376,0,280,550,1792,188,356
1184,2004,426,64,609,1489,480,690,175,614,397,3,294,548,1952,190,428
1184,2005,396,102,636,1508,470,709,167,474,315,2,295,527,1900,185,384
1184,2006,392,64,563,1554,606,718,221,521,360,2,290,405,2017,207,382
1184,2007,433,75,599,1515,684,707,245,443,301,3,247,417,1960,230,409
1184,2008,403,63,533,1429,669,624,240,374,268,1,212,446,1756,199,365
1184,2009,439,50,526,1504,702,703,285,427,299,3,274,462,1990,209,319
1184,2010,457,68,586,1621,753,750,288,423,308,0,219,505,2096,215,293
1184,2011,386,68,567,1466,632,635,227,492,363,2,234,541,1860,170,348
1184,2012,343,56,601,1604,639,689,206,506,373,4,268,600,1957,211,331
1184,2013,459,64,567,1678,751,773,258,577,455,2,277,604,2259,253,357
1184,2014,435,54,584,1633,717,792,277,714,538,1,213,652,2399,248,334
1184,2015,387,82,549,1445,679,653,231,500,390,2,185,487,1927,255,335
1184,2016,464,93,697,1691,631,823,249,682,501,0,263,649,2396,204,445
1184,2017,385,105,672,1622,678,692,219,607,432,5,254,572,2035,166,411
1184,2018,366,100,652,1636,595,711,209,546,403,1,270,510,2034,185,385
1185,2003,383,82,632,1508,410,695,125,750,483,2,329,566,1998,157,395
1185,2004,317,68,582,1342,329,604,106,642,423,1,297,521,1737,185,424
1185,2005,342,70,627,1511,465,666,159,775,538,2,303,555,2029,204,426
1185,2006,361,52,596,1394,500,623,179,574,410,2,289,549,1835,168,486
1185,2007,374,59,694,1664,671,699,241,583,400,1,354,632,2039,220,570
1185,2008,396,72,668,1580,715,666,257,638,465,1,349,581,2054,184,461
1185,2009,325,101,650,1517,468,594,140,527,320,3,337,506,1648,177,477
1185,2010,369,81,701,1592,621,662,189,709,463,2,348,543,1976,197,404
1185,2011,355,103,668,1499,594,573,189,537,334,1,280,565,1669,182,414
1185,2012,301,95,630,1498,483,562,149,535,369,2,322,537,1642,212,425
1185,2013,314,147,664,1571,457,613,151,479,321,1,355,540,1698,239,436
1185,2014,329,190,766,1735,534,686,158,757,515,3,372,602,2045,260,383
1185,2015,311,125,734,1651,628,677,198,696,495,3,324,592,2047,245,360
1185,2016,317,102,677,1702,542,745,171,740,540,2,328,618,2201,258,365
1185,2017,374,118,657,1767,544,770,183,624,450,2,364,644,2173,258,351
1185,2018,352,173,704,1633,544,750,182,498,346,3,294,487,2028,234,366
1186,2003,429,79,663,1485,387,693,136,691,507,2,272,623,2029,223,494
1186,2004,440,42,593,1453,460,693,173,580,408,3,256,569,1967,178,426
1186,2005,369,46,578,1403,502,588,167,477,315,1,253,563,1658,140,439
1186,2006,454,124,625,1580,437,765,159,650,445,2,323,551,2134,188,460
1186,2007,456,73,595,1529,510,755,171,655,481,0,282,507,2162,179,399
1186,2008,315,47,582,1492,608,601,198,475,342,1,262,526,1742,187,385
1186,2009,333,63,621,1580,492,659,157,494,340,2,303,556,1815,168,370
1186,2010,359,63,647,1601,539,657,197,515,365,2,267,576,1876,167,405
1186,2011,313,108,600,1547,591,614,213,565,374,2,328,574,1815,153,379
1186,2012,352,103,662,1784,735,718,257,631,446,1,360,691,2139,210,359
1186,2013,414,176,771,1811,775,751,264,580,380,4,342,571,2146,164,416
1186,2014,375,122,743,1663,631,746,235,672,466,1,306,579,2193,128,356
1186,2015,393,143,738,1807,780,846,309,643,459,2,312,563,2460,195,341
1186,2016,374,111,699,1719,796,827,303,632,433,0,270,588,2390,162,346
1186,2017,373,148,822,1806,661,856,242,636,487,10,286,630,2441,140,379
1186,2018,400,96,825,1819,746,848,288,514,394,2,224,610,2378,166,375
1187,2003,298,91,619,1404,394,568,106,482,333,0,321,433,1575,119,320
1187,2004,300,119,673,1459,387,632,130,631,411,1,347,514,1805,171,386
1187,2005,305,104,646,1476,380,575,111,585,367,2,373,537,1628,155,418
1187,2006,336,40,579,1366,528,524,156,573,376,3,320,500,1580,178,404
1187,2007,312,65,611,1426,549,557,169,487,280,1,283,513,1563,162,380
1187,2008,375,103,558,1439,553,594,212,587,408,1,296,548,1808,164,383
1187,2009,378,80,624,1495,623,651,238,545,402,2,283,472,1942,139,326
1187,2010,324,94,666,1466,469,637,150,629,438,1,311,501,1862,177,474
1187,2011,374,80,662,1517,623,639,224,743,515,1,309,596,2017,195,405
1187,2012,379,105,608,1463,594,618,207,517,360,2,278,504,1803,202,366
1187,2013,432,110,627,1497,584,664,206,567,415,3,258,491,1949,191,342
1187,2014,372,83,652,1541,672,668,251,643,466,0,285,521,2053,177,349
1187,2015,405,58,647,1645,630,683,224,492,335,1,296,535,1925,184,348
1187,2016,486,64,777,1790,684,761,232,620,432,5,320,536,2186,183,424
1187,2017,394,171,880,1797,668,716,214,673,442,0,370,551,2088,168,459
1187,2018,388,93,728,1723,597,741,182,494,329,3,292,530,1993,148,431
1188,2009,254,73,508,1286,427,528,142,418,291,0,174,473,1489,139,367
1188,2010,296,62,598,1431,486,550,152,452,319,0,234,525,1571,125,385
1188,2011,313,71,533,1342,503,545,163,449,302,4,192,532,1555,133,423
1188,2012,298,55,567,1299,421,567,167,487,322,0,220,468,1623,132,389
1188,2013,311,52,542,1320,407,555,148,433,283,0,242,454,1541,132,357
1188,2014,388,86,613,1599,550,735,204,606,411,1,284,593,2085,189,402
1188,2015,300,105,608,1392,471,590,174,522,347,1,258,478,1701,156,353
1188,2016,303,112,660,1591,519,634,158,587,413,2,339,619,1839,138,377
1188,2017,289,74,659,1583,456,646,133,723,490,2,331,622,1915,135,406
1188,2018,373,82,700,1759,654,734,212,580,410,0,324,645,2090,144,409
1189,2003,279,64,514,1355,349,573,113,457,301,3,323,487,1560,180,405
1189,2004,401,64,618,1645,566,689,194,466,327,4,377,544,1899,248,488
1189,2005,312,63,640,1504,503,616,163,547,344,2,284,519,1739,223,449
1189,2006,345,68,616,1357,494,587,159,520,358,4,266,485,1691,183,407
1189,2007,299,73,632,1522,495,624,162,448,304,1,298,545,1714,166,405
1189,2008,358,78,698,1692,532,721,168,480,327,3,319,589,1937,206,415
1189,2009,379,96,637,1581,502,678,175,527,346,4,284,535,1877,193,404
1189,2010,378,63,710,1773,691,721,220,582,377,2,320,580,2039,176,411
1189,2011,377,69,642,1583,703,665,249,616,445,0,279,551,2024,145,351
1189,2012,364,73,747,1690,609,698,210,551,373,3,296,536,1979,129,402
1189,2013,392,104,744,1688,648,728,223,507,362,3,269,517,2041,188,344
1189,2014,382,80,702,1599,614,724,223,572,407,2,258,530,2078,139,344
1189,2015,342,42,708,1741,624,719,215,655,448,3,320,654,2101,195,407
1189,2016,448,66,793,1808,818,798,277,549,366,1,305,583,2239,153,381
1189,2017,425,71,852,1763,802,775,286,541,377,6,261,497,2213,146,350
1189,2018,472,61,811,1782,893,777,310,428,302,8,232,473,2166,125,350
1190,2003,379,142,649,1658,410,758,141,670,495,0,378,527,2152,289,506
1190,2004,446,162,740,1772,488,822,173,654,443,1,354,489,2260,317,469
1190,2005,288,53,634,1605,475,714,173,495,338,1,319,480,1939,202,436
1190,2006,341,76,678,1827,496,862,163,616,397,3,409,489,2284,288,468
1190,2007,488,140,763,1795,538,820,186,603,440,5,353,619,2266,305,521
1190,2008,399,98,767,1889,624,852,219,686,493,4,384,654,2416,268,501
